City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,kassala,15.451,36.4,80.42,31,0,7.99,SD,1681949083
282,gulu,2.7746,32.299,65.5,96,56,4.12,UG,1681949084
283,caravelas,-17.7125,-39.2481,80.37,85,52,7.92,BR,1681949033
284,kembe,4.6228,21.8865,74.35,67,73,1.99,CF,1681949084
285,tual,-5.6667,132.75,82.9,72,48,9.4,ID,1681949084
286,voyvozh,62.892,54.9635,32.2,94,100,4.9,RU,1681949084
287,kangasala,61.4638,24.076,43.02,60,51,4.41,FI,1681949085
288,zaqatala,41.6336,46.6433,50.47,87,40,4.61,AZ,1681949085
289,usinsk,65.9939,57.5281,28.63,94,100,12.62,RU,1681949085
290,strai,58.2,7.9,36.19,81,0,5.75,NO,1681949085
291,warkworth,-36.4,174.6667,73.49,83,90,12.28,NZ,1681949085
292,saint-pierre,-21.3393,55.4781,74.88,78,14,8.05,RE,1681949025
293,vardo,70.3705,31.1107,35.58,93,100,0.0,NO,1681949087
294,turukhansk,65.8167,87.9833,7.47,99,73,3.98,RU,1681949087
295,takoradi,4.8845,-1.7554,78.03,85,98,5.61,GH,1681949088
296,sampit,-2.5333,112.95,77.56,95,78,1.21,ID,1681949088
297,kamenka,51.3223,42.7678,44.92,55,87,9.42,RU,1681949088
298,urucara,-2.5364,-57.76,76.48,95,97,3.2,BR,1681949088
299,petaling jaya,3.1073,101.6067,79.18,91,20,2.3,MY,1681949088
300,dauphin,51.1494,-100.0502,30.34,93,100,18.41,CA,1681949089
301,yellowknife,62.456,-114.3525,41.56,42,20,10.36,CA,1681948924
302,shache,38.4167,77.2406,51.82,38,100,19.01,CN,1681949089
303,teya,60.3778,92.6267,9.01,96,98,3.33,RU,1681949089
304,neiafu,-18.65,-173.9833,84.88,84,75,8.05,TO,1681949089
305,korocha,50.8107,37.1953,45.32,81,100,16.6,RU,1681949090
306,okoneshnikovo,54.8377,75.0834,26.62,49,42,6.11,RU,1681949090
307,agadez,19.75,10.25,78.57,17,64,10.45,NE,1681949090
308,nhulunbuy,-12.2333,136.7667,83.19,74,61,12.37,AU,1681948879
309,anandnagar,27.1,83.2833,81.39,25,8,8.34,IN,1681949090
310,havre-saint-pierre,50.2334,-63.5986,37.76,93,100,3.44,CA,1681949091
311,filingue,14.3521,3.3168,88.79,14,84,7.38,NE,1681949091
312,voka,59.3997,27.5817,36.03,84,35,5.3,EE,1681949091
313,seydisehir,37.4193,31.8453,42.08,90,8,3.22,TR,1681949091
314,aracuai,-16.8497,-42.0703,79.03,61,56,1.99,BR,1681948909
315,brainerd,46.358,-94.2008,41.25,70,100,8.05,US,1681949092
316,puerto escondido,15.85,-97.0667,85.03,65,20,11.5,MX,1681949092
317,umm lajj,25.0213,37.2685,83.03,48,0,4.18,SA,1681949092
318,severo-kurilsk,50.6789,156.125,33.31,97,81,12.88,RU,1681949092
319,tiksi,71.6872,128.8694,-4.36,99,100,4.56,RU,1681949093
320,rehoboth,-23.3167,17.0833,65.07,66,83,2.64,NA,1681949093
321,arbagar,51.9438,116.2805,25.16,54,100,18.34,RU,1681949093
322,pacific grove,36.6177,-121.9166,64.87,64,13,8.99,US,1681948860
323,xining,36.6167,101.7667,41.23,39,77,4.16,CN,1681948814
324,omsukchan,62.5333,155.8,28.26,93,100,4.52,RU,1681949093
325,aranos,-24.1333,19.1167,67.3,56,52,7.36,NA,1681949094
326,kenai,60.5544,-151.2583,46.49,52,0,9.22,US,1681949094
327,samarai,-10.6167,150.6667,82.24,74,36,8.48,PG,1681949094
328,manta,-0.95,-80.7333,80.38,83,40,6.91,EC,1681949094
329,san patricio,28.017,-97.5169,79.16,76,69,14.9,US,1681949094
330,arlit,18.7369,7.3853,82.65,13,27,4.88,NE,1681948926
331,namibe,-15.1961,12.1522,77.29,74,73,4.34,AO,1681949095
332,cidreira,-30.1811,-50.2056,59.29,66,54,16.8,BR,1681948924
333,bedele,8.456,36.353,60.51,69,88,2.24,ET,1681949095
334,kalachinsk,55.0529,74.5751,26.62,53,38,5.88,RU,1681949095
335,naze,28.3667,129.4833,68.92,96,100,1.14,JP,1681949096
336,zhanakorgan,43.9098,67.2495,46.78,23,7,13.33,KZ,1681949096
337,avera,33.194,-82.5271,75.25,53,0,5.48,US,1681949096
338,dahuk,36.8695,42.994,64.08,45,78,4.36,IQ,1681949096
339,flin flon,54.7682,-101.865,29.17,88,100,11.05,CA,1681949097
340,jacareacanga,-6.2222,-57.7528,74.95,97,100,2.08,BR,1681949097
341,kem,64.9555,34.5793,34.11,99,100,7.85,RU,1681949097
342,sorland,67.667,12.6934,44.46,96,95,15.73,NO,1681949097
343,svidnik,49.3082,21.5703,46.9,94,92,6.46,SK,1681949097
344,puertollano,38.6871,-4.1073,54.95,44,57,3.13,ES,1681949097
345,itoman,26.1247,127.6694,77.38,94,75,13.8,JP,1681949098
346,gulabpura,25.9,74.6667,78.19,34,98,7.65,IN,1681949098
347,lata,40.1629,-8.3327,53.92,92,37,1.9,PT,1681949098
348,itupiranga,-5.1347,-49.3267,77.32,93,71,1.12,BR,1681949098
349,college,64.8569,-147.8028,37.35,49,40,4.61,US,1681948801
350,souillac,-20.5167,57.5167,79.18,83,40,11.5,MU,1681949099
351,worland,44.0169,-107.9554,46.67,59,0,17.0,US,1681949099
352,muros,42.7762,-9.0603,58.08,82,73,5.99,ES,1681949099
353,san andres,12.5847,-81.7006,82.42,69,20,9.22,CO,1681949099
354,dwarka,22.2394,68.9678,79.59,73,54,11.86,IN,1681949099
355,solikamsk,59.6196,56.7729,31.91,68,3,3.44,RU,1681949099
356,sladkovo,55.5284,70.3385,28.87,53,76,5.93,RU,1681949100
357,lingao,19.9103,109.6859,81.57,82,47,3.06,CN,1681949100
358,calabar,4.9517,8.322,77.29,88,100,1.86,NG,1681949100
359,serebryansk,49.6925,83.2892,9.23,96,72,2.91,KZ,1681949101
360,ambilobe,-13.2,49.05,72.16,92,97,2.55,MG,1681949101
361,bonavista,48.6499,-53.1147,32.16,92,100,14.34,CA,1681949101
362,luanda,-8.8368,13.2343,75.2,94,75,4.61,AO,1681949066
363,husavik,66.0449,-17.3389,44.02,88,59,5.91,IS,1681949102
364,orange,33.7,-117.7675,72.37,51,20,9.22,US,1681949102
365,da lat,11.9465,108.4419,67.03,78,19,1.99,VN,1681949103
366,los llanos de aridane,28.6585,-17.9182,64.15,86,100,5.75,ES,1681949103
367,xai-xai,-25.0519,33.6442,63.59,89,0,4.59,MZ,1681949103
368,soe,-9.8607,124.284,68.63,78,39,3.94,ID,1681949104
369,barra patuca,15.8,-84.2833,80.55,73,7,11.97,HN,1681949104
370,tymovskoye,50.8456,142.655,42.6,77,46,1.72,RU,1681949105
371,olafsvik,64.8945,-23.7142,45.07,93,84,14.85,IS,1681949105
372,shingu,33.7333,135.9833,68.0,77,100,5.84,JP,1681949105
373,weihai,37.5017,122.1136,50.14,95,81,8.7,CN,1681948827
374,wilkie,52.4168,-108.7014,28.89,87,100,16.64,CA,1681949106
375,gasa,31.5,34.4667,66.88,84,66,11.63,PS,1681949106
376,grand gaube,-20.0064,57.6608,79.38,77,17,1.99,MU,1681949107
377,belmonte,-15.8631,-38.8828,81.0,89,17,8.86,BR,1681949107
378,voskresenskoye,56.8381,45.4317,41.38,79,22,3.58,RU,1681949108
379,salalah,17.0151,54.0924,80.69,74,20,2.3,OM,1681949108
380,guilin,25.2819,110.2864,66.31,82,1,2.91,CN,1681948820
381,kieta,-6.2167,155.6333,84.16,67,91,3.15,PG,1681949108
382,witu,-2.3889,40.4382,82.56,89,53,7.47,KE,1681949109
383,bereda,43.2686,-7.5406,50.58,100,46,1.5,ES,1681949109
384,zilair,52.2332,57.4392,36.54,65,25,1.01,RU,1681949109
385,sakmara,51.9844,55.3338,33.82,50,31,3.02,RU,1681949109
386,general pico,-35.6566,-63.7568,60.64,50,1,5.14,AR,1681948889
387,cabedelo,-6.9811,-34.8339,81.27,82,53,9.6,BR,1681949110
388,charlottetown,46.2352,-63.1267,43.77,100,100,5.75,CA,1681949110
389,doembang nangbuat,14.8333,100.1,85.05,65,3,7.56,TH,1681949111
390,adrar,20.5022,-10.0711,80.01,20,100,7.23,MR,1681949111
391,ketchikan,55.3422,-131.6461,48.67,57,100,14.97,US,1681949111
392,mitchell,43.7094,-98.0298,58.98,75,100,10.36,US,1681949112
393,latung,5.5,120.8833,83.41,74,79,7.49,PH,1681949112
394,gornopravdinsk,60.05,69.9,25.21,77,45,8.3,RU,1681949112
395,mehamn,71.0357,27.8492,39.15,81,100,19.57,NO,1681949113
396,gat,31.61,34.7642,68.81,100,79,8.79,IL,1681949113
397,svetla nad sazavou,49.668,15.4039,40.71,86,89,2.13,CZ,1681949113
398,kota kinabalu,5.9749,116.0724,80.58,78,20,5.01,MY,1681949113
399,keetmanshoop,-26.5833,18.1333,73.45,30,99,2.35,NA,1681949114
400,lircay,-12.9896,-74.7205,51.35,85,75,5.1,PE,1681949114
401,clarksville,36.5298,-87.3595,82.65,24,0,9.22,US,1681948842
402,la ronge,55.1001,-105.2842,39.45,30,75,16.11,CA,1681948994
403,kloulklubed,7.0419,134.2556,84.7,72,11,10.4,PW,1681949115
404,kuzhener,56.8111,48.9128,39.49,94,5,4.79,RU,1681949116
405,tuatapere,-46.1333,167.6833,60.06,65,83,3.11,NZ,1681949116
406,plettenberg bay,-34.0527,23.3716,64.33,72,99,5.26,ZA,1681949116
407,paamiut,61.994,-49.6678,32.52,87,98,1.92,GL,1681949117
408,hervey bay,-25.2986,152.8535,75.02,62,25,18.34,AU,1681949117
409,flinders,-34.5833,150.8552,63.25,88,100,9.4,AU,1681949117
410,puerto carreno,6.189,-67.4859,94.98,41,40,3.44,CO,1681949118
411,onega,63.9061,38.1404,33.31,99,100,6.31,RU,1681949118
412,padang,-0.9492,100.3543,75.25,85,100,3.76,ID,1681949118
413,novichikha,52.204,81.3877,11.66,90,9,6.31,RU,1681949118
414,abu samrah,35.3029,37.1841,66.34,52,99,10.13,SY,1681949119
415,port-gentil,-0.7193,8.7815,76.96,100,40,0.0,GA,1681949119
416,iqaluit,63.7506,-68.5145,19.13,85,100,0.0,CA,1681948923
417,lieksa,63.3167,30.0167,32.58,100,99,4.41,FI,1681949120
418,sinnamary,5.3833,-52.95,76.53,91,90,10.49,GF,1681949120
419,harper,4.375,-7.7169,78.8,86,71,1.74,LR,1681949121
420,meulaboh,4.1363,96.1285,75.22,89,100,4.29,ID,1681949121
421,chaman,30.9236,66.4512,55.51,23,0,7.09,PK,1681949121
422,salvacion,7.9833,126.1333,82.29,77,72,0.29,PH,1681949122
423,mayumba,-3.432,10.6554,77.85,89,96,3.02,GA,1681949122
424,atbasar,51.8,68.3333,28.4,80,6,5.77,KZ,1681949122
425,puerto leguizamo,-0.1934,-74.7819,75.24,92,100,2.66,CO,1681949122
426,santa catarina de tepehuanes,25.35,-105.7333,75.38,18,100,19.48,MX,1681949123
427,berlevag,70.8578,29.0864,39.2,93,100,27.63,NO,1681949123
428,abbeville,50.1,1.8333,46.36,69,9,13.62,FR,1681949124
429,kaka,37.3482,59.6143,50.47,20,0,5.32,TM,1681949124
430,hannibal,39.7084,-91.3585,79.75,44,0,19.57,US,1681949125
431,lujiang,31.2581,117.2817,69.91,75,15,7.65,CN,1681949125
432,nelson bay,-32.7167,152.15,66.25,97,95,4.0,AU,1681949125
433,waingapu,-9.6567,120.2641,78.49,74,55,11.68,ID,1681949125
434,zhanaozen,43.3,52.8,51.75,21,66,17.47,KZ,1681949126
435,ponta delgada,37.7333,-25.6667,56.12,88,75,8.05,PT,1681949126
436,presidencia roque saenz pena,-26.7852,-60.4388,63.95,52,1,6.55,AR,1681949126
437,alyangula,-13.8483,136.4192,81.43,77,37,16.08,AU,1681949126
438,beloha,-25.1667,45.05,70.2,96,63,8.97,MG,1681949127
439,sepolno krajenskie,53.452,17.5317,47.68,95,88,8.41,PL,1681949127
440,manado,1.487,124.8455,83.17,78,20,2.3,ID,1681949127
441,tianpeng,30.9866,103.9393,72.07,88,100,4.9,CN,1681949128
442,starychi,49.98,23.5585,42.91,95,91,5.64,UA,1681949128
443,palmer,42.1584,-72.3287,45.95,59,75,12.66,US,1681949128
444,maarianhamina,60.0973,19.9348,37.81,86,0,2.3,AX,1681949128
445,kolvereid,64.8655,11.6047,40.23,77,68,3.53,NO,1681949129
446,andilamena,-17.0167,48.5833,64.27,95,56,4.85,MG,1681949129
447,vostok,46.4856,135.8833,40.48,90,100,5.53,RU,1681949130
448,itatiaia,-22.4961,-44.5633,66.76,93,94,2.3,BR,1681948913
449,trairi,-3.2778,-39.2689,76.5,91,99,5.21,BR,1681949033
450,tadine,-21.55,167.8833,81.12,73,24,5.17,NC,1681949131
451,kintampo,8.0563,-1.7306,78.84,72,97,3.24,GH,1681949131
452,tooele,40.5308,-112.2983,45.28,18,0,5.75,US,1681949132
453,umm kaddadah,13.6017,26.6876,80.24,9,0,12.5,SD,1681949133
454,fort nelson,58.8053,-122.7002,38.95,93,100,5.75,CA,1681949133
455,selma,36.5708,-119.6121,68.05,31,0,10.36,US,1681949134
456,talnakh,69.4865,88.3972,6.21,96,95,7.4,RU,1681949134
457,catamarca,-28.4696,-65.7852,60.58,46,3,2.55,AR,1681949134
458,half moon bay,37.4636,-122.4286,64.67,54,0,21.85,US,1681949135
459,honolulu,21.3069,-157.8583,84.72,64,75,13.8,US,1681949135
460,veraval,20.9,70.3667,78.51,68,11,14.38,IN,1681949135
461,angoche,-16.2325,39.9086,74.07,85,17,6.85,MZ,1681949135
462,acapulco,16.8634,-99.8901,83.52,64,63,8.14,MX,1681948836
463,severobaykalsk,55.65,109.3167,14.05,69,97,2.71,RU,1681949136
464,geraldton,-28.7667,114.6,66.61,42,7,13.8,AU,1681949136
465,west bay,19.3667,-81.4167,82.47,79,20,6.91,KY,1681949136
466,kalmeshwar,21.2333,78.9,83.82,27,70,8.52,IN,1681949137
467,qasigiannguit,68.8193,-51.1922,23.25,100,95,1.1,GL,1681949137
468,ndele,8.4109,20.6473,81.05,53,84,4.09,CF,1681949137
469,utica,43.1009,-75.2327,38.39,72,100,1.01,US,1681949093
470,faya,18.3851,42.4509,60.91,64,0,2.35,SA,1681949137
471,okhotsk,59.3833,143.3,28.11,71,38,8.61,RU,1681949138
472,aquiraz,-3.9014,-38.3911,82.49,85,98,3.89,BR,1681948908
473,sakaiminato,35.55,133.2333,66.13,88,6,6.91,JP,1681949138
474,jiaojiang,28.6803,121.4428,70.0,87,100,9.75,CN,1681949138
475,tecoanapa,16.5167,-98.75,83.84,68,53,11.52,MX,1681949138
476,general roca,-39.0333,-67.5833,71.62,41,51,8.59,AR,1681949138
477,pathein,16.7833,94.7333,80.44,80,20,5.93,MM,1681949139
478,denpasar,-8.65,115.2167,82.06,83,40,3.44,ID,1681948849
479,virginia beach,36.8529,-75.978,65.05,80,0,6.91,US,1681949110
480,savannah bight,16.45,-85.85,80.85,83,2,21.47,HN,1681949139
481,pochutla,15.7432,-96.4661,91.22,62,96,9.48,MX,1681949140
482,kholodnyy,62.7167,147.95,21.49,75,100,11.32,RU,1681949140
483,muisne,0.6,-80.0333,79.86,83,84,5.37,EC,1681949140
484,traverse city,44.7631,-85.6206,41.83,87,100,5.99,US,1681948874
485,lashio,22.9333,97.75,70.65,36,1,1.63,MM,1681949140
486,sena madureira,-9.0656,-68.6569,75.04,98,99,0.58,BR,1681949141
487,ambulu,-8.345,113.6058,77.59,87,72,2.28,ID,1681949141
488,mizdah,31.4451,12.9801,69.98,24,43,7.76,LY,1681949141
489,chuguyevka,44.1653,133.8633,52.09,70,100,8.28,RU,1681949141
490,wanning,18.8003,110.3967,81.16,84,10,11.77,CN,1681949141
491,birjand,32.8663,59.2211,45.07,24,0,9.22,IR,1681949141
492,bulawayo,-20.15,28.5833,54.64,77,0,7.09,ZW,1681949142
493,kamaishi,39.2667,141.8833,57.72,49,42,10.04,JP,1681949142
494,ligayan,4.6533,119.4706,83.98,74,94,5.88,PH,1681949142
495,champerico,14.3,-91.9167,79.34,63,51,8.75,GT,1681949143
496,skjervoy,70.0311,20.9714,37.4,96,100,8.81,NO,1681949143
497,luena,-11.7833,19.9167,66.38,72,5,5.75,AO,1681949143
498,keti bandar,24.1447,67.4497,79.09,71,65,16.55,PK,1681949143
499,talcahuano,-36.7167,-73.1167,58.68,88,0,3.44,CL,1681949144
500,oshawa,43.9001,-78.8496,47.68,57,75,5.75,CA,1681949144
501,mangochi,-14.4782,35.2645,66.52,93,12,4.74,MW,1681949144
502,kirakira,-10.4544,161.9205,84.58,66,63,4.45,SB,1681949144
503,broome,42.2506,-75.833,46.78,62,0,8.05,US,1681949144
504,minot,48.2325,-101.2963,39.42,93,100,13.8,US,1681949145
505,boralday,43.3578,76.8594,31.86,86,40,2.24,KZ,1681949145
506,pangnirtung,66.1451,-65.7125,12.24,80,97,4.59,CA,1681949145
507,zhigansk,66.7697,123.3711,14.34,92,83,14.07,RU,1681949145
508,menongue,-14.6585,17.691,63.19,69,37,4.07,AO,1681949145
509,oblivskaya,48.5362,42.5014,47.55,51,72,11.9,RU,1681949145
510,diego de almagro,-26.3667,-70.05,64.18,40,0,1.34,CL,1681948959
511,dryden,49.7833,-92.7503,41.29,30,75,13.8,CA,1681949146
512,kita,13.0349,-9.4895,88.32,15,80,4.79,ML,1681948933
513,hobyo,5.3505,48.5268,82.45,70,94,7.87,SO,1681949146
514,arinos,-15.9169,-46.1056,76.21,67,85,3.58,BR,1681948975
515,ekhabi,53.5102,142.9671,30.78,86,95,7.43,RU,1681949147
516,poronaysk,49.2167,143.1167,42.08,66,12,8.41,RU,1681949007
517,gunnedah,-30.9833,150.25,69.1,53,84,10.18,AU,1681949147
518,petropavlovsk-kamchatskiy,53.0452,158.6483,41.59,52,75,17.9,RU,1681949006
519,zarubino,42.63,131.0922,50.13,72,100,12.66,RU,1681949147
520,chermoz,58.787,56.1489,30.4,70,3,4.65,RU,1681949148
521,prince rupert,54.3161,-130.3201,46.09,75,40,12.66,CA,1681949142
522,kargasok,59.0556,80.8572,21.22,97,100,6.11,RU,1681949148
523,oksfjord,70.2396,22.3479,41.18,98,100,6.11,NO,1681949148
524,batemans bay,-35.7167,150.1833,62.1,70,98,6.31,AU,1681949149
525,yacuiba,-22.038,-63.6797,62.46,89,2,2.01,BO,1681949149
526,severodvinsk,64.5635,39.8302,35.71,99,100,6.08,RU,1681949149
527,ayr,55.4627,-4.6339,44.51,87,0,8.05,GB,1681949149
528,arona,28.0996,-16.681,60.12,82,40,9.22,ES,1681949149
529,sault sainte marie,46.5168,-84.3333,37.69,65,0,8.05,CA,1681948908
530,kampot,10.6167,104.1833,78.85,81,81,4.83,KH,1681949149
531,utete,-7.986,38.758,72.34,97,99,2.73,TZ,1681949150
532,srednekolymsk,67.45,153.6833,21.18,94,100,13.62,RU,1681949150
533,kasongo-lunda,-6.4667,16.8167,71.08,96,59,2.1,CD,1681949150
534,quatre cocos,-20.2078,57.7625,79.09,78,26,15.14,MU,1681949150
535,bolgar,54.95,49.0667,43.47,76,84,4.76,RU,1681949150
536,saint-leu,-21.15,55.2833,76.03,93,14,2.71,RE,1681948893
537,verkhoyansk,67.5447,133.385,8.6,85,90,4.12,RU,1681949151
538,doha,25.2867,51.5333,76.98,51,0,2.3,QA,1681948996
539,mecca,21.4267,39.8261,82.13,41,11,2.68,SA,1681948912
540,bathsheba,13.2167,-59.5167,79.41,78,40,11.5,BB,1681949151
541,tautira,-17.7333,-149.15,81.07,82,92,14.58,PF,1681949151
542,tibiri,13.5627,7.0485,89.94,18,61,8.48,NE,1681949151
543,korla,41.7597,86.1469,45.54,25,99,6.29,CN,1681949152
544,novo aripuana,-5.1206,-60.3797,76.15,93,97,0.67,BR,1681949152
545,koroni,36.8,21.95,55.08,82,1,11.45,GR,1681949152
546,baykit,61.67,96.37,10.69,99,99,2.37,RU,1681949153
547,yar-sale,66.8333,70.8333,4.69,93,78,4.65,RU,1681949153
548,broken hill,-31.95,141.4333,57.09,52,0,17.67,AU,1681949154
549,cap malheureux,-19.9842,57.6142,79.47,77,15,5.01,MU,1681948866
550,yerbogachen,61.2767,108.0108,15.35,89,67,4.65,RU,1681949154
551,novikovo,51.1537,37.8879,47.14,70,100,8.7,RU,1681949154
552,concepcion,-36.827,-73.0498,58.8,88,0,3.44,CL,1681949143
553,cairns,-16.9167,145.7667,86.11,73,40,13.8,AU,1681949155
554,laguna de perlas,12.3429,-83.6712,82.49,79,35,7.14,NI,1681949155
555,madisonville,37.3281,-87.4989,75.06,71,98,6.64,US,1681949155
556,lufkin,31.3382,-94.7291,79.48,58,0,10.13,US,1681949155
557,areosa,41.7178,-8.8571,54.55,91,60,1.74,PT,1681949156
558,grootfontein,-19.5667,18.1167,63.77,37,23,3.53,NA,1681949156
559,aqtobe,50.2797,57.2072,33.89,86,0,2.24,KZ,1681949156
560,sovetskiy,61.3614,63.5842,23.07,90,88,4.85,RU,1681949156
561,viedma,-40.8135,-62.9967,62.67,54,0,5.39,AR,1681949157
562,esmeraldas,-19.7625,-44.3139,70.11,95,100,4.14,BR,1681948896
